UNSPSC,Title
44111811,Color charts
44111900,Boards
44111901,Planning boards or accessories
44111902,Electronic copyboards or accessories
44111903,Easels or accessories
44111904,Letter boards or accessories
44111905,Dry erase boards or accessories
44111906,Chalk boards or accessories
44111907,Bulletin boards or accessories
44111908,Magnetic boards or accessories
44112000,Planning systems
44112001,Address books or refills
44112002,Calendars
44112004,Meeting planners
44112005,Appointment books or refills
44112006,Diaries
44120000,Office supplies
44121500,Mailing supplies
44121501,Mailer tubes
44121503,Media mailers
44121504,Window envelopes
44121505,Specialty envelopes
44121506,Standard envelopes
44121507,Catalog or clasp envelopes
44121600,Desk supplies
44121604,Stamps
44121605,Tape dispensers
44121611,Paper punches
44121612,Paper cutters
44121613,Staple removers
44121614,Call bells
44121615,Staplers
44121617,Manual letter openers
44121618,Scissors
44121619,Pencil sharpeners
44121620,Finger stalls
44121621,Desk pads
44121622,Moisteners
44121623,Mechanical letter opener
44121700,Writing instruments
44121701,Rollerball pens
44121702,Pen or pencil sets
44121703,Fountain pens
44121704,Ball point pens
44121705,Mechanical pencils
44121706,Wooden pencils
44121707,Colored pencils
44121708,Markers
44121709,Crayons
44121710,Writing chalk
44121711,Felt pen
44121800,Correction media
44121801,Correction film or tape
44121802,Correction fluid
44121804,Erasers
44121805,Correction pens
44121900,Ink and lead refills
44121902,Lead refills
44121904,Ink refills
44121905,Ink or stamp pads
44122000,Folders and binders and indexes
44122001,Index card files
44122002,Sheet protectors
44122003,Ring binders
44122004,Data binders
44122005,Magazine or book covers
44122007,Presentation binders
44122008,Tab indexes
44122009,Rotary or business card files
44122010,Dividers
44122011,Folders
44122012,Clipboards
44122013,Report covers
44122014,Sheet lifters
44122100,Fastening supplies
44122101,Rubber bands
44122102,Prongs
44122103,Clasp fasteners
44122104,Paper clips
44122105,Binder or bulldog clips
44122106,Pins or tacks
44122107,Staples
44122108,Filing pockets
45000000,Printing and Photographic and Audio and Visual Equipment and Supplies
45100000,Printing and publishing equipment
45101500,Printing machinery and equipment
45101501,Heliographic printers
45101502,Offset printing presses
45101503,Letterpress equipment
45101504,Lithographic equipment
45101505,Photogravure printing machines
45101506,Silk screen printing machines
45101507,Printing presses
45101508,Perforating machines
45101509,Ultraviolet (UV) rotary printer
45101510,Flexographic printer
45101511,Inkjet printer for commercial printing applications
45101512,Thermal transfer printer for commercial printing applications
45101513,Hot stamp printer
45101514,Pad printer
45101515,Core printer
45101600,Printing machinery accessories
45101602,Offset darkroom equipment
45101603,Offset printing consumables
45101604,Offset printing plate processors
45101606,Offset film processors
45101607,Silk screen arc lamps
45101608,Silk screen screens
45101609,Silk screen printing racks
45101610,Silk screen vacuum printing frames
45101611,Silk screen squeegees
45101700,Printing accessories
45101701,Printing assemblers
45101702,Printing guillotines
45101703,Printing collators or decollators
45101704,Printing cutters
45101705,Printing trimmers
45101706,Printing punches
45101707,Printing plates
45101708,Printing awls
45101800,Book binding and sewing machinery
45101801,Book creasing machines
45101802,Book cutting machines
45101803,Book punching machines
45101804,Book stitching machines
45101805,Book jogging machines
45101806,Book gathering machines
45101807,Book folding machines
45101900,Printing laboratory equipment and accessories
45101901,Banding machines
45101902,Platemakers
45101903,Paper drilling machines
45101904,Enlargers
45101905,Drawing or retouching boards
45102000,Composing machines and accessories
45102001,Intertype composing machines
45102002,Linotype composing machines
45102003,Photocomposition materials
45102004,Monotype composing machines
45102005,Phototypesetting machines
45110000,Audio and visual presentation equipment
45111500,Lecterns and sound systems and accessories
45111501,Free standing lecterns
45111502,Table top lecterns
45111600,Projectors and supplies
45111601,Pointers
45111602,Projection bulbs
45111603,Projection screens
45111604,Slide projectors
45111605,Transparency equipment or supplies
45111606,Liquid crystal display projection panels
45111607,Overhead projectors
45111608,Film projectors
45111609,Computer screen projector
45111610,Epidiascopes
45111611,Microfiche or microfilm viewers
45120000,Photographic equipment
45121500,Cameras
45121501,Still cameras
45121502,Instant print cameras
45121503,Disposable cameras
45121504,Digital cameras
45121505,Cinematographic cameras
45121506,Video conference cameras
45121508,Microfilm cameras
45121510,Aerial cameras
45121511,High speed cameras
45121512,Underwater cameras
45121513,Offset cameras
45121514,Photocopier cameras
45121515,Hand held camcorders
45121600,Camera accessories
45121601,Camera flashes or lighting
45121602,Tripods
45121603,Camera lenses or filters
45121700,Photographic processing equipment
45121701,Film driers
45121702,Film washers
45121703,Film splicers
45121704,Film editors
45121705,Photographic enlargers
45130000,Photographic and recording media
45131500,Still picture film
45131501,Color film
45131502,Black and white film
45131503,Instant picture film
45131504,Microfilm
45131505,X ray film
45131600,Moving picture media
45131601,Motion picture camera film
45131604,Blank video tapes
45140000,Photographic filmmaking supplies
45141500,Photographic processing chemicals
45141501,Developer solution
45141502,Fixative
45141600,Darkroom supplies
45141601,Developing trays
45141602,Developing tanks
45141603,Developing tongs
46000000,Defense and Law Enforcement and Security and Safety Equipment and Supplies
46100000,Light weapons and ammunition
46101500,Firearms
46101501,Machine guns
46101502,Police or security shotguns
46101503,Military rifles
46101504,Handguns
46101505,Air rifles or air handguns
46101600,Ammunition
46101601,Defense or law enforcement ammunition
46101700,Ammunition handling systems
46101701,Tank ammunition handling systems
46101702,Aircraft ammunition handling systems
46110000,Conventional war weapons
46111500,Bombs and grenades
46111501,Grenades
46111502,Mines
46111503,Mortar bombs
46111600,Gun systems
46111601,Chain gun systems
46111602,Gatling gun systems
46111700,Infrared (IR) sensors
46111701,Infrared (IR) coolers
46111702,Infrared (IR) detectors
46111800,Naval weapons
46111801,Torpedoes
46120000,Missiles
46121500,Guided missiles
46121501,Air to air missiles
46121502,Antiaircraft missiles
46121503,Antimissile missiles
46121504,Antiship missiles
46121505,Antitank missiles
46121506,Ballistic missiles
46121507,Cruise missiles
46121508,Surface to air missiles
46121509,Antiballistic missiles
46121510,Surface to surface missiles
46121511,Air to surface missiles
46121512,Training missiles
46121600,Missile subsystems
46121601,Electronic safe or arm devices
46121602,Solid missile boosters
46121603,Missile warheads
46121604,Safety pin pullers
46121605,Jet reaction control assemblies
46130000,Rockets and subsystems
46131500,Launch vehicles and rockets
46131501,Multi stage rockets
46131502,Reusable rockets
46131503,Single stage rockets
46131504,Liquid rockets
46131505,Solid rockets
46131600,Boosters
46131601,Reusable boosters
46131602,Solid boosters
46131603,Multi stage boosters
46131604,Liquid boosters
46140000,Launchers
46141500,Missile and rocket launchers
46141501,Missile launchers
46141502,Rocket launchers
46150000,Law enforcement
46151500,Crowd control equipment
46151501,Barricades
46151502,Riot helmets
46151503,Riot shields
46151504,Body armour
46151505,Barriers
46151600,Security and control equipment
46151601,Handcuffs
46151602,Night sticks
46151603,Fingerprint equipment
46151604,Alcohol analysers
46151605,Weapons or explosives detectors
46151606,Narcotic test kits
46160000,Public safety and control
46161500,Traffic control
46161501,Airport signaling systems
46161502,Railway signaling systems
46161503,Marine signaling systems
46161504,Traffic signals
46161505,Parking meters
46161506,Snow or ice melter
46161507,Barrier tape
46161508,Traffic or floor cones
46161509,Speed stoppers
46161600,Water safety
46161601,Rope float lines
46161602,Life rings
46161603,Pool alarms
46161604,Life vests or preservers
46170000,Security surveillance and detection
46171500,Locks and security hardware
46171501,Padlocks
46171502,Cable locks
46171503,Lock sets
46171504,Pushbutton locks
46171505,Keys
46171506,Safes
46171507,Security bars
46171508,Number locks
46171600,Surveillance and detection equipment
46171602,Safety horns
46171603,Clock timers
46171604,Alarm systems
46171605,Door chimes
46171606,Sirens
46171607,Buzzers
46171608,Motion detectors
46171609,Convex security mirrors
46171610,Security cameras
46171611,Video identification systems
